loss: 1.33e+04, accuracy: 1.04e-02, num_masked: 2880, ratio_masked: 6.38e-01, diversity_loss: 6.78e-02, prob_perplex: 5.97e+02, code_perplex: 5.93e+02, num_vars: 640, temp: 2.00, backprop_loss: 1.33e+04, total_loss: 1.33e+04, steps: 500, lr: 8.33e-06, avg_loss: 1.36e+04
loss: 6.59e+03, accuracy: 4.26e-01, num_masked: 2880, ratio_masked: 6.40e-01, diversity_loss: 5.45e-01, prob_perplex: 2.91e+02, code_perplex: 2.87e+02, num_vars: 640, temp: 1.67, backprop_loss: 6.75e+03, total_loss: 6.75e+03, steps: 36500, lr: 4.51e-04, avg_loss: 6.82e+03, run_time: 2.80e+02
loss: 5.80e+03, accuracy: 4.61e-01, num_masked: 2700, ratio_masked: 6.29e-01, diversity_loss: 5.61e-01, prob_perplex: 2.81e+02, code_perplex: 2.74e+02, num_vars: 640, temp: 1.66, backprop_loss: 5.95e+03, total_loss: 5.95e+03, steps: 37000, lr: 4.50e-04, avg_loss: 6.82e+03, run_time: 2.81e+02
loss: 6.88e+03, accuracy: 4.29e-01, num_masked: 3060, ratio_masked: 6.53e-01, diversity_loss: 5.67e-01, prob_perplex: 2.77e+02, code_perplex: 2.72e+02, num_vars: 640, temp: 1.66, backprop_loss: 7.05e+03, total_loss: 7.05e+03, steps: 37500, lr: 4.49e-04, avg_loss: 6.81e+03, run_time: 2.81e+02
loss: 6.60e+03, accuracy: 4.29e-01, num_masked: 2870, ratio_masked: 6.36e-01, diversity_loss: 5.95e-01, prob_perplex: 2.59e+02, code_perplex: 2.53e+02, num_vars: 640, temp: 1.65, backprop_loss: 6.77e+03, total_loss: 6.77e+03, steps: 38000, lr: 4.49e-04, avg_loss: 6.80e+03, run_time: 2.81e+02
loss: 6.67e+03, accuracy: 4.34e-01, num_masked: 2880, ratio_masked: 6.37e-01, diversity_loss: 5.45e-01, prob_perplex: 2.91e+02, code_perplex: 2.86e+02, num_vars: 640, temp: 1.65, backprop_loss: 6.83e+03, total_loss: 6.83e+03, steps: 38500, lr: 4.48e-04, avg_loss: 6.79e+03, run_time: 2.81e+02
loss: 5.61e+03, accuracy: 4.61e-01, num_masked: 2750, ratio_masked: 6.46e-01, diversity_loss: 5.58e-01, prob_perplex: 2.83e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.65, backprop_loss: 5.77e+03, total_loss: 5.77e+03, steps: 39000, lr: 4.48e-04, avg_loss: 6.66e+03, run_time: 3.56e+02
loss: 6.88e+03, accuracy: 4.31e-01, num_masked: 3080, ratio_masked: 6.48e-01, diversity_loss: 5.58e-01, prob_perplex: 2.83e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.64, backprop_loss: 7.05e+03, total_loss: 7.05e+03, steps: 39500, lr: 4.47e-04, avg_loss: 6.70e+03, run_time: 2.81e+02
loss: 6.35e+03, accuracy: 4.20e-01, num_masked: 2880, ratio_masked: 6.37e-01, diversity_loss: 5.77e-01, prob_perplex: 2.71e+02, code_perplex: 2.65e+02, num_vars: 640, temp: 1.64, backprop_loss: 6.52e+03, total_loss: 6.52e+03, steps: 40000, lr: 4.46e-04, avg_loss: 6.70e+03, run_time: 2.81e+02
loss: 6.66e+03, accuracy: 4.53e-01, num_masked: 3080, ratio_masked: 6.50e-01, diversity_loss: 5.56e-01, prob_perplex: 2.84e+02, code_perplex: 2.79e+02, num_vars: 640, temp: 1.63, backprop_loss: 6.83e+03, total_loss: 6.83e+03, steps: 40500, lr: 4.46e-04, avg_loss: 6.69e+03, run_time: 2.80e+02
loss: 6.40e+03, accuracy: 4.34e-01, num_masked: 2870, ratio_masked: 6.32e-01, diversity_loss: 5.69e-01, prob_perplex: 2.76e+02, code_perplex: 2.69e+02, num_vars: 640, temp: 1.63, backprop_loss: 6.57e+03, total_loss: 6.57e+03, steps: 41000, lr: 4.45e-04, avg_loss: 6.69e+03, run_time: 2.81e+02
loss: 7.34e+03, accuracy: 3.99e-01, num_masked: 3080, ratio_masked: 6.40e-01, diversity_loss: 5.42e-01, prob_perplex: 2.93e+02, code_perplex: 2.88e+02, num_vars: 640, temp: 1.63, backprop_loss: 7.51e+03, total_loss: 7.51e+03, steps: 41500, lr: 4.44e-04, avg_loss: 6.68e+03, run_time: 2.81e+02
loss: 6.04e+03, accuracy: 4.62e-01, num_masked: 3000, ratio_masked: 6.32e-01, diversity_loss: 5.70e-01, prob_perplex: 2.75e+02, code_perplex: 2.69e+02, num_vars: 640, temp: 1.62, backprop_loss: 6.21e+03, total_loss: 6.21e+03, steps: 42000, lr: 4.44e-04, avg_loss: 6.68e+03, run_time: 2.81e+02
loss: 6.35e+03, accuracy: 4.41e-01, num_masked: 2870, ratio_masked: 6.34e-01, diversity_loss: 5.45e-01, prob_perplex: 2.91e+02, code_perplex: 2.87e+02, num_vars: 640, temp: 1.62, backprop_loss: 6.51e+03, total_loss: 6.51e+03, steps: 42500, lr: 4.43e-04, avg_loss: 6.67e+03, run_time: 2.81e+02
loss: 6.67e+03, accuracy: 4.30e-01, num_masked: 3010, ratio_masked: 6.31e-01, diversity_loss: 5.67e-01, prob_perplex: 2.77e+02, code_perplex: 2.71e+02, num_vars: 640, temp: 1.61, backprop_loss: 6.84e+03, total_loss: 6.84e+03, steps: 43000, lr: 4.43e-04, avg_loss: 6.66e+03, run_time: 2.81e+02
loss: 6.53e+03, accuracy: 4.35e-01, num_masked: 2880, ratio_masked: 6.38e-01, diversity_loss: 5.62e-01, prob_perplex: 2.80e+02, code_perplex: 2.75e+02, num_vars: 640, temp: 1.61, backprop_loss: 6.69e+03, total_loss: 6.69e+03, steps: 43500, lr: 4.42e-04, avg_loss: 6.32e+03, run_time: 3.51e+02
loss: 7.34e+03, accuracy: 3.95e-01, num_masked: 3120, ratio_masked: 6.57e-01, diversity_loss: 5.83e-01, prob_perplex: 2.67e+02, code_perplex: 2.60e+02, num_vars: 640, temp: 1.61, backprop_loss: 7.52e+03, total_loss: 7.52e+03, steps: 44000, lr: 4.41e-04, avg_loss: 6.58e+03, run_time: 2.81e+02
loss: 6.18e+03, accuracy: 4.45e-01, num_masked: 3000, ratio_masked: 6.32e-01, diversity_loss: 5.49e-01, prob_perplex: 2.89e+02, code_perplex: 2.83e+02, num_vars: 640, temp: 1.60, backprop_loss: 6.34e+03, total_loss: 6.34e+03, steps: 44500, lr: 4.41e-04, avg_loss: 6.60e+03, run_time: 2.81e+02
loss: 6.41e+03, accuracy: 4.31e-01, num_masked: 2940, ratio_masked: 6.51e-01, diversity_loss: 5.46e-01, prob_perplex: 2.90e+02, code_perplex: 2.84e+02, num_vars: 640, temp: 1.60, backprop_loss: 6.57e+03, total_loss: 6.57e+03, steps: 45000, lr: 4.40e-04, avg_loss: 6.58e+03, run_time: 2.81e+02
loss: 5.95e+03, accuracy: 4.26e-01, num_masked: 2650, ratio_masked: 6.43e-01, diversity_loss: 5.50e-01, prob_perplex: 2.88e+02, code_perplex: 2.81e+02, num_vars: 640, temp: 1.59, backprop_loss: 6.10e+03, total_loss: 6.10e+03, steps: 45500, lr: 4.39e-04, avg_loss: 6.58e+03, run_time: 2.81e+02
loss: 6.58e+03, accuracy: 3.93e-01, num_masked: 2760, ratio_masked: 6.42e-01, diversity_loss: 5.64e-01, prob_perplex: 2.79e+02, code_perplex: 2.72e+02, num_vars: 640, temp: 1.59, backprop_loss: 6.73e+03, total_loss: 6.73e+03, steps: 46000, lr: 4.39e-04, avg_loss: 6.57e+03, run_time: 2.80e+02
loss: 6.45e+03, accuracy: 4.59e-01, num_masked: 3080, ratio_masked: 6.47e-01, diversity_loss: 5.50e-01, prob_perplex: 2.88e+02, code_perplex: 2.84e+02, num_vars: 640, temp: 1.59, backprop_loss: 6.62e+03, total_loss: 6.62e+03, steps: 46500, lr: 4.38e-04, avg_loss: 6.56e+03, run_time: 2.81e+02
loss: 6.31e+03, accuracy: 4.61e-01, num_masked: 3000, ratio_masked: 6.41e-01, diversity_loss: 5.66e-01, prob_perplex: 2.78e+02, code_perplex: 2.71e+02, num_vars: 640, temp: 1.58, backprop_loss: 6.48e+03, total_loss: 6.48e+03, steps: 47000, lr: 4.38e-04, avg_loss: 6.56e+03, run_time: 2.81e+02
loss: 5.92e+03, accuracy: 4.40e-01, num_masked: 2700, ratio_masked: 6.53e-01, diversity_loss: 5.56e-01, prob_perplex: 2.84e+02, code_perplex: 2.77e+02, num_vars: 640, temp: 1.58, backprop_loss: 6.07e+03, total_loss: 6.07e+03, steps: 47500, lr: 4.37e-04, avg_loss: 6.55e+03, run_time: 2.80e+02
loss: 5.99e+03, accuracy: 4.47e-01, num_masked: 2760, ratio_masked: 6.41e-01, diversity_loss: 5.56e-01, prob_perplex: 2.84e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.57, backprop_loss: 6.14e+03, total_loss: 6.14e+03, steps: 48000, lr: 4.36e-04, avg_loss: 6.54e+03, run_time: 2.81e+02
loss: 5.95e+03, accuracy: 4.75e-01, num_masked: 2880, ratio_masked: 6.43e-01, diversity_loss: 5.60e-01, prob_perplex: 2.81e+02, code_perplex: 2.74e+02, num_vars: 640, temp: 1.57, backprop_loss: 6.11e+03, total_loss: 6.11e+03, steps: 48500, lr: 4.36e-04, avg_loss: 6.52e+03, run_time: 3.52e+02
loss: 6.12e+03, accuracy: 4.27e-01, num_masked: 2750, ratio_masked: 6.46e-01, diversity_loss: 5.54e-01, prob_perplex: 2.86e+02, code_perplex: 2.79e+02, num_vars: 640, temp: 1.57, backprop_loss: 6.27e+03, total_loss: 6.27e+03, steps: 49000, lr: 4.35e-04, avg_loss: 6.49e+03, run_time: 2.82e+02
loss: 5.97e+03, accuracy: 4.38e-01, num_masked: 2760, ratio_masked: 6.48e-01, diversity_loss: 5.71e-01, prob_perplex: 2.75e+02, code_perplex: 2.67e+02, num_vars: 640, temp: 1.56, backprop_loss: 6.13e+03, total_loss: 6.13e+03, steps: 49500, lr: 4.34e-04, avg_loss: 6.47e+03, run_time: 2.80e+02
loss: 6.68e+03, accuracy: 3.93e-01, num_masked: 2880, ratio_masked: 6.50e-01, diversity_loss: 5.53e-01, prob_perplex: 2.86e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.56, backprop_loss: 6.84e+03, total_loss: 6.84e+03, steps: 50000, lr: 4.34e-04, avg_loss: 6.48e+03, run_time: 2.81e+02
loss: 6.69e+03, accuracy: 4.33e-01, num_masked: 3060, ratio_masked: 6.44e-01, diversity_loss: 5.75e-01, prob_perplex: 2.72e+02, code_perplex: 2.67e+02, num_vars: 640, temp: 1.55, backprop_loss: 6.87e+03, total_loss: 6.87e+03, steps: 50500, lr: 4.33e-04, avg_loss: 6.46e+03, run_time: 2.81e+02
loss: 6.61e+03, accuracy: 4.55e-01, num_masked: 3000, ratio_masked: 6.33e-01, diversity_loss: 5.82e-01, prob_perplex: 2.67e+02, code_perplex: 2.59e+02, num_vars: 640, temp: 1.55, backprop_loss: 6.78e+03, total_loss: 6.78e+03, steps: 51000, lr: 4.33e-04, avg_loss: 6.46e+03, run_time: 2.81e+02
loss: 6.18e+03, accuracy: 4.81e-01, num_masked: 3010, ratio_masked: 6.35e-01, diversity_loss: 5.62e-01, prob_perplex: 2.80e+02, code_perplex: 2.74e+02, num_vars: 640, temp: 1.55, backprop_loss: 6.35e+03, total_loss: 6.35e+03, steps: 51500, lr: 4.32e-04, avg_loss: 6.45e+03, run_time: 2.81e+02
loss: 6.15e+03, accuracy: 4.76e-01, num_masked: 3010, ratio_masked: 6.37e-01, diversity_loss: 5.40e-01, prob_perplex: 2.95e+02, code_perplex: 2.88e+02, num_vars: 640, temp: 1.54, backprop_loss: 6.31e+03, total_loss: 6.31e+03, steps: 52000, lr: 4.31e-04, avg_loss: 6.45e+03, run_time: 2.81e+02
loss: 6.15e+03, accuracy: 4.62e-01, num_masked: 3000, ratio_masked: 6.39e-01, diversity_loss: 5.57e-01, prob_perplex: 2.84e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.54, backprop_loss: 6.32e+03, total_loss: 6.32e+03, steps: 52500, lr: 4.31e-04, avg_loss: 6.45e+03, run_time: 2.81e+02
loss: 5.05e+03, accuracy: 5.11e-01, num_masked: 2760, ratio_masked: 6.47e-01, diversity_loss: 5.68e-01, prob_perplex: 2.77e+02, code_perplex: 2.70e+02, num_vars: 640, temp: 1.53, backprop_loss: 5.20e+03, total_loss: 5.20e+03, steps: 53000, lr: 4.30e-04, avg_loss: 6.45e+03, run_time: 2.81e+02
loss: 6.12e+03, accuracy: 4.51e-01, num_masked: 2880, ratio_masked: 6.53e-01, diversity_loss: 5.37e-01, prob_perplex: 2.96e+02, code_perplex: 2.91e+02, num_vars: 640, temp: 1.53, backprop_loss: 6.27e+03, total_loss: 6.27e+03, steps: 53500, lr: 4.30e-04, avg_loss: 6.39e+03, run_time: 3.52e+02
loss: 6.05e+03, accuracy: 4.77e-01, num_masked: 2940, ratio_masked: 6.58e-01, diversity_loss: 5.58e-01, prob_perplex: 2.83e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.53, backprop_loss: 6.22e+03, total_loss: 6.22e+03, steps: 54000, lr: 4.29e-04, avg_loss: 6.41e+03, run_time: 2.81e+02
loss: 7.01e+03, accuracy: 4.21e-01, num_masked: 3200, ratio_masked: 6.48e-01, diversity_loss: 5.44e-01, prob_perplex: 2.92e+02, code_perplex: 2.86e+02, num_vars: 640, temp: 1.52, backprop_loss: 7.18e+03, total_loss: 7.18e+03, steps: 54500, lr: 4.28e-04, avg_loss: 6.40e+03, run_time: 2.81e+02
loss: 6.17e+03, accuracy: 4.38e-01, num_masked: 2880, ratio_masked: 6.38e-01, diversity_loss: 5.66e-01, prob_perplex: 2.78e+02, code_perplex: 2.70e+02, num_vars: 640, temp: 1.52, backprop_loss: 6.33e+03, total_loss: 6.33e+03, steps: 55000, lr: 4.28e-04, avg_loss: 6.38e+03, run_time: 2.81e+02
loss: 6.60e+03, accuracy: 4.34e-01, num_masked: 2970, ratio_masked: 6.52e-01, diversity_loss: 5.29e-01, prob_perplex: 3.01e+02, code_perplex: 2.96e+02, num_vars: 640, temp: 1.52, backprop_loss: 6.75e+03, total_loss: 6.75e+03, steps: 55500, lr: 4.27e-04, avg_loss: 6.38e+03, run_time: 2.81e+02
loss: 6.24e+03, accuracy: 4.92e-01, num_masked: 3200, ratio_masked: 6.49e-01, diversity_loss: 5.57e-01, prob_perplex: 2.84e+02, code_perplex: 2.80e+02, num_vars: 640, temp: 1.51, backprop_loss: 6.42e+03, total_loss: 6.42e+03, steps: 56000, lr: 4.26e-04, avg_loss: 6.38e+03, run_time: 2.82e+02
loss: 6.55e+03, accuracy: 4.41e-01, num_masked: 3000, ratio_masked: 6.40e-01, diversity_loss: 5.55e-01, prob_perplex: 2.85e+02, code_perplex: 2.80e+02, num_vars: 640, temp: 1.51, backprop_loss: 6.72e+03, total_loss: 6.72e+03, steps: 56500, lr: 4.26e-04, avg_loss: 6.38e+03, run_time: 2.81e+02
loss: 5.83e+03, accuracy: 4.82e-01, num_masked: 2940, ratio_masked: 6.52e-01, diversity_loss: 5.47e-01, prob_perplex: 2.90e+02, code_perplex: 2.84e+02, num_vars: 640, temp: 1.50, backprop_loss: 5.99e+03, total_loss: 5.99e+03, steps: 57000, lr: 4.25e-04, avg_loss: 6.38e+03, run_time: 2.81e+02
loss: 6.24e+03, accuracy: 4.36e-01, num_masked: 2880, ratio_masked: 6.44e-01, diversity_loss: 5.34e-01, prob_perplex: 2.98e+02, code_perplex: 2.94e+02, num_vars: 640, temp: 1.50, backprop_loss: 6.40e+03, total_loss: 6.40e+03, steps: 57500, lr: 4.25e-04, avg_loss: 6.37e+03, run_time: 2.81e+02
loss: 5.74e+03, accuracy: 4.74e-01, num_masked: 2870, ratio_masked: 6.33e-01, diversity_loss: 5.49e-01, prob_perplex: 2.89e+02, code_perplex: 2.82e+02, num_vars: 640, temp: 1.50, backprop_loss: 5.90e+03, total_loss: 5.90e+03, steps: 58000, lr: 4.24e-04, avg_loss: 6.40e+03, run_time: 3.52e+02
loss: 5.82e+03, accuracy: 4.37e-01, num_masked: 2760, ratio_masked: 6.46e-01, diversity_loss: 5.51e-01, prob_perplex: 2.87e+02, code_perplex: 2.81e+02, num_vars: 640, temp: 1.49, backprop_loss: 5.97e+03, total_loss: 5.97e+03, steps: 58500, lr: 4.23e-04, avg_loss: 6.33e+03, run_time: 2.81e+02
loss: 7.09e+03, accuracy: 4.36e-01, num_masked: 3120, ratio_masked: 6.58e-01, diversity_loss: 5.52e-01, prob_perplex: 2.86e+02, code_perplex: 2.80e+02, num_vars: 640, temp: 1.49, backprop_loss: 7.26e+03, total_loss: 7.26e+03, steps: 59000, lr: 4.23e-04, avg_loss: 6.33e+03, run_time: 2.80e+02
loss: 6.31e+03, accuracy: 4.60e-01, num_masked: 3000, ratio_masked: 6.31e-01, diversity_loss: 5.91e-01, prob_perplex: 2.62e+02, code_perplex: 2.56e+02, num_vars: 640, temp: 1.49, backprop_loss: 6.48e+03, total_loss: 6.48e+03, steps: 59500, lr: 4.22e-04, avg_loss: 6.32e+03, run_time: 2.81e+02
loss: 6.46e+03, accuracy: 4.61e-01, num_masked: 3120, ratio_masked: 6.33e-01, diversity_loss: 5.36e-01, prob_perplex: 2.97e+02, code_perplex: 2.92e+02, num_vars: 640, temp: 1.48, backprop_loss: 6.63e+03, total_loss: 6.63e+03, steps: 60000, lr: 4.21e-04, avg_loss: 6.32e+03, run_time: 2.81e+02
loss: 5.85e+03, accuracy: 4.62e-01, num_masked: 2880, ratio_masked: 6.43e-01, diversity_loss: 5.39e-01, prob_perplex: 2.95e+02, code_perplex: 2.89e+02, num_vars: 640, temp: 1.48, backprop_loss: 6.01e+03, total_loss: 6.01e+03, steps: 60500, lr: 4.21e-04, avg_loss: 6.32e+03, run_time: 2.81e+02
loss: 5.84e+03, accuracy: 4.40e-01, num_masked: 2700, ratio_masked: 6.29e-01, diversity_loss: 5.72e-01, prob_perplex: 2.74e+02, code_perplex: 2.66e+02, num_vars: 640, temp: 1.47, backprop_loss: 5.99e+03, total_loss: 5.99e+03, steps: 61000, lr: 4.20e-04, avg_loss: 6.31e+03, run_time: 2.80e+02
loss: 5.92e+03, accuracy: 4.63e-01, num_masked: 2880, ratio_masked: 6.43e-01, diversity_loss: 5.25e-01, prob_perplex: 3.04e+02, code_perplex: 2.97e+02, num_vars: 640, temp: 1.47, backprop_loss: 6.07e+03, total_loss: 6.07e+03, steps: 61500, lr: 4.20e-04, avg_loss: 6.30e+03, run_time: 2.81e+02
loss: 5.85e+03, accuracy: 4.87e-01, num_masked: 2880, ratio_masked: 6.39e-01, diversity_loss: 5.93e-01, prob_perplex: 2.61e+02, code_perplex: 2.56e+02, num_vars: 640, temp: 1.47, backprop_loss: 6.02e+03, total_loss: 6.02e+03, steps: 62000, lr: 4.19e-04, avg_loss: 6.30e+03, run_time: 2.82e+02
loss: 5.16e+03, accuracy: 4.79e-01, num_masked: 2600, ratio_masked: 6.30e-01, diversity_loss: 5.53e-01, prob_perplex: 2.86e+02, code_perplex: 2.79e+02, num_vars: 640, temp: 1.46, backprop_loss: 5.31e+03, total_loss: 5.31e+03, steps: 62500, lr: 4.18e-04, avg_loss: 6.30e+03, run_time: 2.81e+02
loss: 6.30e+03, accuracy: 4.36e-01, num_masked: 2880, ratio_masked: 6.44e-01, diversity_loss: 5.53e-01, prob_perplex: 2.86e+02, code_perplex: 2.80e+02, num_vars: 640, temp: 1.46, backprop_loss: 6.46e+03, total_loss: 6.46e+03, steps: 63000, lr: 4.18e-04, avg_loss: 6.28e+03, run_time: 3.51e+02
loss: 6.56e+03, accuracy: 4.54e-01, num_masked: 2990, ratio_masked: 6.27e-01, diversity_loss: 5.36e-01, prob_perplex: 2.97e+02, code_perplex: 2.90e+02, num_vars: 640, temp: 1.46, backprop_loss: 6.72e+03, total_loss: 6.72e+03, steps: 63500, lr: 4.17e-04, avg_loss: 6.29e+03, run_time: 2.81e+02
loss: 5.71e+03, accuracy: 4.41e-01, num_masked: 2600, ratio_masked: 6.31e-01, diversity_loss: 5.64e-01, prob_perplex: 2.79e+02, code_perplex: 2.72e+02, num_vars: 640, temp: 1.45, backprop_loss: 5.86e+03, total_loss: 5.86e+03, steps: 64000, lr: 4.17e-04, avg_loss: 6.27e+03, run_time: 2.81e+02
loss: 4.84e+03, accuracy: 5.20e-01, num_masked: 2650, ratio_masked: 6.40e-01, diversity_loss: 5.67e-01, prob_perplex: 2.77e+02, code_perplex: 2.69e+02, num_vars: 640, temp: 1.45, backprop_loss: 4.99e+03, total_loss: 4.99e+03, steps: 64500, lr: 4.16e-04, avg_loss: 6.26e+03, run_time: 2.81e+02
loss: 6.66e+03, accuracy: 4.33e-01, num_masked: 3000, ratio_masked: 6.31e-01, diversity_loss: 5.53e-01, prob_perplex: 2.86e+02, code_perplex: 2.79e+02, num_vars: 640, temp: 1.45, backprop_loss: 6.83e+03, total_loss: 6.83e+03, steps: 65000, lr: 4.15e-04, avg_loss: 6.25e+03, run_time: 2.81e+02
loss: 5.44e+03, accuracy: 4.92e-01, num_masked: 2760, ratio_masked: 6.44e-01, diversity_loss: 5.59e-01, prob_perplex: 2.82e+02, code_perplex: 2.76e+02, num_vars: 640, temp: 1.44, backprop_loss: 5.59e+03, total_loss: 5.59e+03, steps: 65500, lr: 4.15e-04, avg_loss: 6.25e+03, run_time: 2.81e+02
loss: 6.38e+03, accuracy: 4.46e-01, num_masked: 3000, ratio_masked: 6.31e-01, diversity_loss: 5.64e-01, prob_perplex: 2.79e+02, code_perplex: 2.71e+02, num_vars: 640, temp: 1.44, backprop_loss: 6.55e+03, total_loss: 6.55e+03, steps: 66000, lr: 4.14e-04, avg_loss: 6.24e+03, run_time: 2.81e+02
loss: 5.91e+03, accuracy: 4.77e-01, num_masked: 2870, ratio_masked: 6.32e-01, diversity_loss: 5.56e-01, prob_perplex: 2.84e+02, code_perplex: 2.78e+02, num_vars: 640, temp: 1.43, backprop_loss: 6.07e+03, total_loss: 6.07e+03, steps: 66500, lr: 4.13e-04, avg_loss: 6.24e+03, run_time: 2.81e+02
loss: 6.33e+03, accuracy: 4.79e-01, num_masked: 3040, ratio_masked: 6.45e-01, diversity_loss: 5.41e-01, prob_perplex: 2.94e+02, code_perplex: 2.89e+02, num_vars: 640, temp: 1.43, backprop_loss: 6.49e+03, total_loss: 6.49e+03, steps: 67000, lr: 4.13e-04, avg_loss: 6.24e+03, run_time: 2.81e+02
loss: 6.16e+03, accuracy: 4.65e-01, num_masked: 3000, ratio_masked: 6.33e-01, diversity_loss: 5.40e-01, prob_perplex: 2.95e+02, code_perplex: 2.89e+02, num_vars: 640, temp: 1.43, backprop_loss: 6.32e+03, total_loss: 6.32e+03, steps: 67500, lr: 4.12e-04, avg_loss: 6.23e+03, run_time: 2.81e+02
loss: 5.78e+03, accuracy: 5.05e-01, num_masked: 3000, ratio_masked: 6.32e-01, diversity_loss: 5.48e-01, prob_perplex: 2.89e+02, code_perplex: 2.84e+02, num_vars: 640, temp: 1.42, backprop_loss: 5.95e+03, total_loss: 5.95e+03, steps: 68000, lr: 4.12e-04, avg_loss: 6.18e+03, run_time: 3.52e+02
loss: 6.81e+03, accuracy: 4.35e-01, num_masked: 3080, ratio_masked: 6.47e-01, diversity_loss: 5.30e-01, prob_perplex: 3.01e+02, code_perplex: 2.95e+02, num_vars: 640, temp: 1.42, backprop_loss: 6.98e+03, total_loss: 6.98e+03, steps: 68500, lr: 4.11e-04, avg_loss: 6.16e+03, run_time: 2.81e+02
loss: 6.27e+03, accuracy: 4.66e-01, num_masked: 3120, ratio_masked: 6.33e-01, diversity_loss: 5.53e-01, prob_perplex: 2.86e+02, code_perplex: 2.79e+02, num_vars: 640, temp: 1.42, backprop_loss: 6.44e+03, total_loss: 6.44e+03, steps: 69000, lr: 4.10e-04, avg_loss: 6.16e+03, run_time: 2.80e+02
loss: 5.21e+03, accuracy: 5.18e-01, num_masked: 2760, ratio_masked: 6.43e-01, diversity_loss: 5.31e-01, prob_perplex: 3.00e+02, code_perplex: 2.95e+02, num_vars: 640, temp: 1.41, backprop_loss: 5.36e+03, total_loss: 5.36e+03, steps: 69500, lr: 4.10e-04, avg_loss: 6.17e+03, run_time: 2.81e+02
loss: 5.52e+03, accuracy: 4.79e-01, num_masked: 2760, ratio_masked: 6.42e-01, diversity_loss: 5.34e-01, prob_perplex: 2.98e+02, code_perplex: 2.90e+02, num_vars: 640, temp: 1.41, backprop_loss: 5.67e+03, total_loss: 5.67e+03, steps: 70000, lr: 4.09e-04, avg_loss: 6.17e+03, run_time: 2.81e+02
loss: 5.88e+03, accuracy: 4.73e-01, num_masked: 2940, ratio_masked: 6.52e-01, diversity_loss: 5.74e-01, prob_perplex: 2.73e+02, code_perplex: 2.66e+02, num_vars: 640, temp: 1.41, backprop_loss: 6.05e+03, total_loss: 6.05e+03, steps: 70500, lr: 4.08e-04, avg_loss: 6.17e+03, run_time: 2.81e+02
loss: 5.32e+03, accuracy: 5.05e-01, num_masked: 2820, ratio_masked: 6.28e-01, diversity_loss: 5.50e-01, prob_perplex: 2.88e+02, code_perplex: 2.83e+02, num_vars: 640, temp: 1.40, backprop_loss: 5.48e+03, total_loss: 5.48e+03, steps: 71000, lr: 4.08e-04, avg_loss: 6.17e+03, run_time: 2.81e+02
loss: 5.32e+03, accuracy: 4.89e-01, num_masked: 2750, ratio_masked: 6.46e-01, diversity_loss: 5.46e-01, prob_perplex: 2.90e+02, code_perplex: 2.84e+02, num_vars: 640, temp: 1.40, backprop_loss: 5.47e+03, total_loss: 5.47e+03, steps: 71500, lr: 4.07e-04, avg_loss: 6.16e+03, run_time: 2.81e+02
loss: 5.44e+03, accuracy: 5.09e-01, num_masked: 2760, ratio_masked: 6.46e-01, diversity_loss: 5.24e-01, prob_perplex: 3.05e+02, code_perplex: 2.99e+02, num_vars: 640, temp: 1.40, backprop_loss: 5.58e+03, total_loss: 5.58e+03, steps: 72000, lr: 4.07e-04, avg_loss: 6.16e+03, run_time: 2.81e+02
loss: 6.03e+03, accuracy: 4.84e-01, num_masked: 3000, ratio_masked: 6.37e-01, diversity_loss: 5.49e-01, prob_perplex: 2.89e+02, code_perplex: 2.83e+02, num_vars: 640, temp: 1.39, backprop_loss: 6.19e+03, total_loss: 6.19e+03, steps: 72500, lr: 4.06e-04, avg_loss: 6.10e+03, run_time: 3.52e+02
loss: 6.26e+03, accuracy: 4.71e-01, num_masked: 3000, ratio_masked: 6.42e-01, diversity_loss: 5.50e-01, prob_perplex: 2.88e+02, code_perplex: 2.80e+02, num_vars: 640, temp: 1.39, backprop_loss: 6.42e+03, total_loss: 6.42e+03, steps: 73000, lr: 4.05e-04, avg_loss: 6.09e+03, run_time: 2.82e+02
loss: 5.60e+03, accuracy: 4.90e-01, num_masked: 2880, ratio_masked: 6.37e-01, diversity_loss: 5.43e-01, prob_perplex: 2.92e+02, code_perplex: 2.84e+02, num_vars: 640, temp: 1.38, backprop_loss: 5.75e+03, total_loss: 5.75e+03, steps: 73500, lr: 4.05e-04, avg_loss: 6.10e+03, run_time: 2.81e+02
loss: 7.04e+03, accuracy: 4.40e-01, num_masked: 3240, ratio_masked: 6.60e-01, diversity_loss: 5.20e-01, prob_perplex: 3.07e+02, code_perplex: 3.02e+02, num_vars: 640, temp: 1.38, backprop_loss: 7.20e+03, total_loss: 7.20e+03, steps: 74000, lr: 4.04e-04, avg_loss: 6.11e+03, run_time: 2.81e+02
